time,open,high,low,close
2024-07-02T10:00:00,2324.923,2326.463,2322.834,2324.53
2024-07-02T11:00:00,2324.533,2325.649,2319.9,2320.7
2024-07-02T12:00:00,2320.726,2328.699,2319.004,2327.387
2024-07-02T13:00:00,2327.343,2336.774,2326.089,2334.417
2024-07-02T14:00:00,2334.421,2335.739,2322.874,2326.58
2024-07-02T15:00:00,2326.565,2330.408,2324.12,2324.711
2024-07-02T16:00:00,2324.678,2325.011,2320.921,2322.833
2024-07-02T17:00:00,2322.83,2325.21,2322.061,2324.591
2024-07-02T18:00:00,2324.546,2328.833,2324.43,2328.279
2024-07-02T19:00:00,2328.277,2331.313,2328.036,2330.76
2024-07-02T20:00:00,2330.725,2330.962,2328.612,2329.496
2024-07-02T22:00:00,2330.266,2331.254,2329.707,2330.005
2024-07-02T23:00:00,2329.986,2331.451,2329.649,2330.18
2024-07-03T00:00:00,2330.177,2332.132,2330.177,2330.271
2024-07-03T01:00:00,2330.25,2331.545,2328.414,2329.101
2024-07-03T02:00:00,2329.145,2331.065,2326.78,2328.785
2024-07-03T03:00:00,2328.772,2332.506,2328.012,2331.648
2024-07-03T04:00:00,2331.699,2335.295,2331.699,2334.417
2024-07-03T05:00:00,2334.384,2335.811,2331.931,2333.326
2024-07-03T06:00:00,2333.346,2341.244,2332.864,2340.114
2024-07-03T07:00:00,2340.145,2347.201,2338.868,2345.306
2024-07-03T08:00:00,2345.319,2347.552,2343.045,2344.585
2024-07-03T09:00:00,2344.641,2346.46,2342.106,2346.18
2024-07-03T10:00:00,2346.211,2349.484,2344.52,2346.984
2024-07-03T11:00:00,2346.954,2346.955,2342.409,2345.376
2024-07-03T12:00:00,2345.397,2356.121,2344.871,2350.482
2024-07-03T13:00:00,2350.426,2358.734,2347.471,2355.542
2024-07-03T14:00:00,2355.578,2364.926,2355.578,2362.367
2024-07-03T15:00:00,2362.425,2363.998,2359.96,2363.04
2024-07-03T16:00:00,2363.001,2363.15,2355.131,2356.516
2024-07-03T17:00:00,2356.491,2360.898,2353.836,2356.814
2024-07-03T18:00:00,2356.775,2357.967,2355.174,2356.299
2024-07-03T19:00:00,2356.344,2356.689,2353.614,2354.28
2024-07-03T20:00:00,2354.302,2356.435,2354.225,2356.114
2024-07-03T22:00:00,2357.081,2359.219,2356.099,2358.79
2024-07-03T23:00:00,2358.84,2359.581,2357.655,2358.699
2024-07-04T00:00:00,2358.721,2359.261,2356.442,2358.566
2024-07-04T01:00:00,2358.543,2362.54,2358.249,2361.938
2024-07-04T02:00:00,2361.915,2362.193,2357.411,2359.293
2024-07-04T03:00:00,2359.308,2360.304,2357.14,2358.103
2024-07-04T04:00:00,2358.102,2359.602,2357.587,2358.529
2024-07-04T05:00:00,2358.487,2358.588,2355.475,2356.862
2024-07-04T06:00:00,2356.877,2357.198,2350.361,2356.32
2024-07-04T07:00:00,2356.265,2357.691,2353.592,2357.454
2024-07-04T08:00:00,2357.513,2359.593,2355.45,2358.742
2024-07-04T09:00:00,2358.753,2359.09,2355.665,2357.664
2024-07-04T10:00:00,2357.681,2359.26,2356.381,2358.022
2024-07-04T11:00:00,2358.021,2359.99,2357.508,2358.391
2024-07-04T12:00:00,2358.464,2360.45,2356.875,2357.756
2024-07-04T13:00:00,2357.758,2360.044,2357.263,2359.648
2024-07-04T14:00:00,2359.636,2361.872,2358.013,2358.89
2024-07-04T15:00:00,2358.839,2360.709,2355.455,2357.391
2024-07-04T16:00:00,2357.411,2359.098,2356.903,2357.876
2024-07-04T17:00:00,2357.833,2358.061,2357.225,2357.23
2024-07-04T22:00:00,2357.034,2357.387,2354.21,2357.387
